top - 10:59:01 up 12:44,  1 user,  load average: 0.74, 0.54, 0.33
Tasks: 356 total,   1 running, 338 sleeping,  17 stopped,   0 zombie
%Cpu(s):  8.8 us,  4.4 sy,  0.0 ni, 80.9 id,  2.9 wa,  0.0 hi,  2.9 si,  0.0 st
MiB Mem :   7879.2 total,    229.3 free,   5648.0 used,   2001.9 buff/cache
MiB Swap:   2048.0 total,   1940.1 free,    107.9 used.   1675.0 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
unix  3      [ ]         STREAM     CONNECTED     36521    
unix  3      [ ]         STREAM     CONNECTED     31310    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     223891   
unix  3      [ ]         STREAM     CONNECTED     46284    
unix  3      [ ]         STREAM     CONNECTED     43714    
unix  3      [ ]         STREAM     CONNECTED     44061    
unix  3      [ ]         STREAM     CONNECTED     36544    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     37304    
unix  3      [ ]         STREAM     CONNECTED     34452    
unix  2      [ ]         DGRAM                    36315    
unix  3      [ ]         STREAM     CONNECTED     31486    
unix  3      [ ]         STREAM     CONNECTED     29494    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     28351    
unix  3      [ ]         STREAM     CONNECTED     243333   /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     235698   
unix  3      [ ]         STREAM     CONNECTED     230794   
unix  3      [ ]         STREAM     CONNECTED     50862    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     27915    
unix  3      [ ]         STREAM     CONNECTED     231582   
unix  3      [ ]         STREAM     CONNECTED     38836    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     40160    
unix  3      [ ]         STREAM     CONNECTED     30530    
unix  3      [ ]         STREAM     CONNECTED     407827   
unix  3      [ ]         STREAM     CONNECTED     222825   
unix  3      [ ]         STREAM     CONNECTED     46307    
unix  3      [ ]         STREAM     CONNECTED     43682    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     36732    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     38214    /run/systemd/journal/stdout
unix  2      [ ]         DGRAM                    33808    
unix  3      [ ]         STREAM     CONNECTED     248868   
unix  3      [ ]         STREAM     CONNECTED     233780   
unix  3      [ ]         STREAM     CONNECTED     230797   
unix  2      [ ]         STREAM                   39902    
unix  3      [ ]         STREAM     CONNECTED     38825    /run/systemd/journal/stdout
unix  2      [ ]         DGRAM                    37728    
unix  3      [ ]         STREAM     CONNECTED     31398    
unix  3      [ ]         STREAM     CONNECTED     28281    
unix  3      [ ]         STREAM     CONNECTED     235684   
unix  3      [ ]         STREAM     CONNECTED     230788   
unix  3      [ ]         STREAM     CONNECTED     49011    
unix  3      [ ]         STREAM     CONNECTED     253560   
unix  3      [ ]         STREAM     CONNECTED     36726    
unix  3      [ ]         STREAM     CONNECTED     40209    
unix  3      [ ]         STREAM     CONNECTED     36501    /run/user/1000/bus
unix  3      [ ]         DGRAM                    33222    
unix  3      [ ]         STREAM     CONNECTED     30529    
unix  3      [ ]         STREAM     CONNECTED     29607    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     46278    
unix  3      [ ]         STREAM     CONNECTED     41825    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     38829    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     37299    /run/user/123/bus
unix  3      [ ]         STREAM     CONNECTED     34451    
unix  3      [ ]         STREAM     CONNECTED     234934   
unix  3      [ ]         SEQPACKET  CONNECTED     230747   
unix  3      [ ]         STREAM     CONNECTED     41375    
unix  3      [ ]         STREAM     CONNECTED     39522    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     31433    
unix  3      [ ]         STREAM     CONNECTED     253558   
unix  3      [ ]         STREAM     CONNECTED     231578   
unix  3      [ ]         STREAM     CONNECTED     36727    
unix  3      [ ]         STREAM     CONNECTED     40060    
unix  3      [ ]         STREAM     CONNECTED     154644   
unix  2      [ ]         DGRAM                    46359    
unix  3      [ ]         STREAM     CONNECTED     41878    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     41101    
unix  3      [ ]         STREAM     CONNECTED     37305    @/tmp/dbus-3qGaqmhClw
unix  3      [ ]         STREAM     CONNECTED     35902    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     255020   
unix  3      [ ]         STREAM     CONNECTED     230748   
unix  3      [ ]         STREAM     CONNECTED     36350    
unix  3      [ ]         STREAM     CONNECTED     31481    
unix  3      [ ]         STREAM     CONNECTED     29134    
unix  3      [ ]         STREAM     CONNECTED     244341   
unix  3      [ ]         STREAM     CONNECTED     230793   
unix  3      [ ]         STREAM     CONNECTED     49015    
unix  3      [ ]         STREAM     CONNECTED     29486    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     139361   
unix  3      [ ]         STREAM     CONNECTED     40402    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     40151    
unix  3      [ ]         STREAM     CONNECTED     233390   
unix  3      [ ]         STREAM     CONNECTED     115959   @/home/karthik/.cache/ibus/dbus-yJfNLFtd
unix  3      [ ]         STREAM     CONNECTED     41884    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     41100    
unix  3      [ ]         STREAM     CONNECTED     38238    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     33816    
unix  3      [ ]         STREAM     CONNECTED     39779    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     35903    /run/user/123/bus
unix  3      [ ]         STREAM     CONNECTED     27880    
unix  3      [ ]         STREAM     CONNECTED     245428   
unix  3      [ ]         STREAM     CONNECTED     233369   
unix  3      [ ]         STREAM     CONNECTED     235697   
unix  2      [ ]         DGRAM                    32863    
unix  3      [ ]         STREAM     CONNECTED     253461   
unix  2      [ ]         DGRAM                    40154    
unix  3      [ ]         STREAM     CONNECTED     39829    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     231585   @/tmp/.X11-unix/X1
unix  3      [ ]         STREAM     CONNECTED     154643   
unix  3      [ ]         STREAM     CONNECTED     115634   
unix  3      [ ]         STREAM     CONNECTED     43692    
unix  3      [ ]         STREAM     CONNECTED     40410    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     37234    
unix  3      [ ]         STREAM     CONNECTED     33810    
unix  3      [ ]         STREAM     CONNECTED     255024   
unix  3      [ ]         STREAM     CONNECTED     230796   
unix  3      [ ]         STREAM     CONNECTED     230619   
unix  3      [ ]         STREAM     CONNECTED     230613   
unix  3      [ ]         STREAM     CONNECTED     36399    
unix  3      [ ]         STREAM     CONNECTED     33261    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     32689    
unix  3      [ ]         STREAM     CONNECTED     29493    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     245427   
unix  3      [ ]         STREAM     CONNECTED     233997   
unix  3      [ ]         STREAM     CONNECTED     234747   
unix  3      [ ]         STREAM     CONNECTED     31109    
unix  3      [ ]         SEQPACKET  CONNECTED     231589   
unix  3      [ ]         STREAM     CONNECTED     36589    
unix  3      [ ]         STREAM     CONNECTED     38833    /run/systemd/journal/stdout
unix  2      [ ]         DGRAM                    33207    
unix  3      [ ]         STREAM     CONNECTED     407830   
unix  3      [ ]         STREAM     CONNECTED     235793   
unix  3      [ ]         STREAM     CONNECTED     45436    /run/user/1000/pulse/native
unix  3      [ ]         STREAM     CONNECTED     43719    
unix  3      [ ]         STREAM     CONNECTED     43679    
unix  3      [ ]         STREAM     CONNECTED     41217    
unix  3      [ ]         STREAM     CONNECTED     38243    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     35316    /run/user/123/bus
unix  3      [ ]         STREAM     CONNECTED     255022   
unix  3      [ ]         STREAM     CONNECTED     153209   
unix  3      [ ]         STREAM     CONNECTED     38826    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     31418    
unix  3      [ ]         STREAM     CONNECTED     28481    
unix  3      [ ]         STREAM     CONNECTED     29239    
unix  3      [ ]         STREAM     CONNECTED     27597    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     245399   
unix  3      [ ]         STREAM     CONNECTED     235690   
unix  3      [ ]         STREAM     CONNECTED     115516   
unix  3      [ ]         STREAM     CONNECTED     32508    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     253534   
unix  3      [ ]         STREAM     CONNECTED     248377   
unix  3      [ ]         STREAM     CONNECTED     40169    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     38831    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     31595    
unix  3      [ ]         STREAM     CONNECTED     30097    
unix  3      [ ]         STREAM     CONNECTED     235852   
unix  3      [ ]         STREAM     CONNECTED     40930    /run/systemd/journal/stdout
unix  2      [ ]         DGRAM                    41261    
unix  3      [ ]         STREAM     CONNECTED     37298    
unix  3      [ ]         STREAM     CONNECTED     255055   
unix  3      [ ]         STREAM     CONNECTED     230795   
unix  3      [ ]         STREAM     CONNECTED     222859   /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     39612    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     33286    /run/user/123/bus
unix  3      [ ]         STREAM     CONNECTED     230773   
unix  3      [ ]         STREAM     CONNECTED     115514   
unix  3      [ ]         STREAM     CONNECTED     253559   
unix  3      [ ]         STREAM     CONNECTED     233796   
unix  3      [ ]         STREAM     CONNECTED     40926    
unix  3      [ ]         STREAM     CONNECTED     40528    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     38727    
unix  3      [ ]         STREAM     CONNECTED     31190    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     407829   
unix  3      [ ]         STREAM     CONNECTED     223893   
unix  3      [ ]         SEQPACKET  CONNECTED     222801   
unix  3      [ ]         STREAM     CONNECTED     110540   
unix  3      [ ]         STREAM     CONNECTED     41901    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     36818    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     37295    
unix  3      [ ]         STREAM     CONNECTED     34194    
unix  3      [ ]         STREAM     CONNECTED     230798   
unix  3      [ ]         SEQPACKET  CONNECTED     222733   
unix  3      [ ]         DGRAM                    36347    
unix  3      [ ]         STREAM     CONNECTED     33815    /run/user/123/bus
unix  3      [ ]         STREAM     CONNECTED     28051    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     235689   
unix  3      [ ]         STREAM     CONNECTED     230789   
unix  3      [ ]         SEQPACKET  CONNECTED     115512   
unix  3      [ ]         STREAM     CONNECTED     31108    
unix  3      [ ]         STREAM     CONNECTED     41774    /run/user/1000/bus
unix  2      [ ]         DGRAM                    40002    
unix  3      [ ]         STREAM     CONNECTED     233391   
unix  3      [ ]         STREAM     CONNECTED     235792   
unix  3      [ ]         STREAM     CONNECTED     115633   
unix  3      [ ]         STREAM     CONNECTED     44057    
unix  3      [ ]         STREAM     CONNECTED     38837    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     37303    
unix  3      [ ]         STREAM     CONNECTED     34422    
unix  3      [ ]         STREAM     CONNECTED     223882   @/tmp/.X11-unix/X1
unix  3      [ ]         SEQPACKET  CONNECTED     222728   
unix  3      [ ]         STREAM     CONNECTED     40213    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     36505    
unix  3      [ ]         STREAM     CONNECTED     35028    /run/user/123/bus
unix  3      [ ]         STREAM     CONNECTED     441530   
unix  3      [ ]         STREAM     CONNECTED     152871   
unix  3      [ ]         STREAM     CONNECTED     53317    
unix  3      [ ]         STREAM     CONNECTED     43534    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     40877    
unix  3      [ ]         STREAM     CONNECTED     41704    
unix  3      [ ]         STREAM     CONNECTED     40680    
unix  3      [ ]         STREAM     CONNECTED     29055    
unix  3      [ ]         STREAM     CONNECTED     27091    
unix  3      [ ]         STREAM     CONNECTED     36543    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     31188    
unix  3      [ ]         STREAM     CONNECTED     30377    
unix  3      [ ]         STREAM     CONNECTED     236070   
unix  3      [ ]         STREAM     CONNECTED     234707   
unix  3      [ ]         STREAM     CONNECTED     70871    
unix  3      [ ]         STREAM     CONNECTED     43535    
unix  3      [ ]         STREAM     CONNECTED     38835    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     138017   
unix  3      [ ]         STREAM     CONNECTED     36193    
unix  3      [ ]         STREAM     CONNECTED     38169    
unix  3      [ ]         STREAM     CONNECTED     29470    
unix  3      [ ]         STREAM     CONNECTED     222949   
unix  3      [ ]         STREAM     CONNECTED     152872   
unix  3      [ ]         STREAM     CONNECTED     68522    
unix  3      [ ]         STREAM     CONNECTED     44113    
unix  3      [ ]         STREAM     CONNECTED     41773    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     41548    
unix  3      [ ]         STREAM     CONNECTED     40608    
unix  3      [ ]         STREAM     CONNECTED     33253    
unix  3      [ ]         STREAM     CONNECTED     28054    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     232672   
unix  3      [ ]         STREAM     CONNECTED     38820    
unix  3      [ ]         STREAM     CONNECTED     34843    
unix  3      [ ]         STREAM     CONNECTED     31185    
unix  3      [ ]         SEQPACKET  CONNECTED     222921   
unix  3      [ ]         STREAM     CONNECTED     116944   
unix  3      [ ]         STREAM     CONNECTED     70872    @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         STREAM     CONNECTED     43474    
unix  3      [ ]         STREAM     CONNECTED     138018   
unix  3      [ ]         STREAM     CONNECTED     36863    
unix  3      [ ]         STREAM     CONNECTED     36185    
unix  3      [ ]         STREAM     CONNECTED     35991    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     68536    /run/systemd/journal/stdout
unix  2      [ ]         DGRAM                    53312    
unix  3      [ ]         STREAM     CONNECTED     42899    
unix  3      [ ]         STREAM     CONNECTED     40831    
unix  3      [ ]         STREAM     CONNECTED     43358    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     42529    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     28925    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     27406    
unix  3      [ ]         STREAM     CONNECTED     69868    
unix  3      [ ]         STREAM     CONNECTED     42118    
unix  3      [ ]         STREAM     CONNECTED     33804    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     30375    
unix  3      [ ]         STREAM     CONNECTED     484670   
unix  3      [ ]         SEQPACKET  CONNECTED     222920   
unix  3      [ ]         STREAM     CONNECTED     115958   @/tmp/.X11-unix/X1
unix  3      [ ]         STREAM     CONNECTED     70841    
unix  3      [ ]         STREAM     CONNECTED     43380    
unix  3      [ ]         STREAM     CONNECTED     36799    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     36062    
unix  3      [ ]         STREAM     CONNECTED     116117   
unix  3      [ ]         STREAM     CONNECTED     43146    
unix  3      [ ]         STREAM     CONNECTED     37302    /run/user/123/bus
unix  3      [ ]         STREAM     CONNECTED     38127    
unix  3      [ ]         STREAM     CONNECTED     222948   
unix  3      [ ]         STREAM     CONNECTED     152732   
unix  3      [ ]         STREAM     CONNECTED     68535    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     40920    
unix  3      [ ]         STREAM     CONNECTED     43529    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     41658    
unix  3      [ ]         STREAM     CONNECTED     43220    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     28859    
unix  3      [ ]         DGRAM                    27889    
unix  3      [ ]         STREAM     CONNECTED     70865    @/tmp/.X11-unix/X1
unix  3      [ ]         STREAM     CONNECTED     41102    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     34184    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     33265    
unix  3      [ ]         STREAM     CONNECTED     33080    @/tmp/dbus-KQJfV3oo
unix  3      [ ]         STREAM     CONNECTED     484898   
unix  3      [ ]         STREAM     CONNECTED     43656    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     43430    
unix  3      [ ]         STREAM     CONNECTED     116362   
unix  3      [ ]         STREAM     CONNECTED     40617    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     36194    
unix  3      [ ]         STREAM     CONNECTED     38212    
unix  3      [ ]         STREAM     CONNECTED     34183    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     143884   
unix  3      [ ]         STREAM     CONNECTED     127328   @/dbus-vfs-daemon/socket-MZiKaPM7
unix  3      [ ]         STREAM     CONNECTED     50854    
unix  3      [ ]         STREAM     CONNECTED     45174    @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         STREAM     CONNECTED     40738    
unix  3      [ ]         STREAM     CONNECTED     40731    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     42296    /run/user/1000/bus
unix  3      [ ]         DGRAM                    27891    
unix  3      [ ]         STREAM     CONNECTED     174365   
unix  3      [ ]         STREAM     CONNECTED     70964    @/tmp/.X11-unix/X1
unix  3      [ ]         STREAM     CONNECTED     40211    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     17701    
unix  3      [ ]         STREAM     CONNECTED     420518   
unix  3      [ ]         STREAM     CONNECTED     235797   
unix  3      [ ]         STREAM     CONNECTED     43539    
unix  3      [ ]         STREAM     CONNECTED     41710    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     42041    
unix  3      [ ]         STREAM     CONNECTED     147670   
unix  3      [ ]         STREAM     CONNECTED     36733    
unix  3      [ ]         STREAM     CONNECTED     36186    
unix  3      [ ]         STREAM     CONNECTED     36032    /run/user/123/bus
unix  3      [ ]         STREAM     CONNECTED     143885   
unix  3      [ ]         STREAM     CONNECTED     49013    @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         STREAM     CONNECTED     42946    @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         STREAM     CONNECTED     42855    @/tmp/.X11-unix/X1
unix  3      [ ]         STREAM     CONNECTED     40875    
unix  3      [ ]         STREAM     CONNECTED     43130    @/home/karthik/.cache/ibus/dbus-yJfNLFtd
unix  3      [ ]         STREAM     CONNECTED     232676   
unix  3      [ ]         STREAM     CONNECTED     36731    /run/user/1000/bus
unix  2      [ ]         DGRAM                    16665    
unix  3      [ ]         STREAM     CONNECTED     423040   @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         STREAM     CONNECTED     247901   
unix  3      [ ]         STREAM     CONNECTED     116947   
unix  3      [ ]         STREAM     CONNECTED     67565    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     41775    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     38834    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     36063    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     29490    /run/dbus/system_bus_socket
unix  2      [ ]         STREAM     CONNECTED     138014   
unix  3      [ ]         STREAM     CONNECTED     43147    @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         STREAM     CONNECTED     36205    
unix  3      [ ]         STREAM     CONNECTED     35768    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     422100   
unix  3      [ ]         STREAM     CONNECTED     143886   
unix  3      [ ]         STREAM     CONNECTED     50810    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     42989    
unix  3      [ ]         STREAM     CONNECTED     42546    /run/user/1000/pulse/native
unix  3      [ ]         STREAM     CONNECTED     43323    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     40630    
unix  3      [ ]         STREAM     CONNECTED     33252    
unix  3      [ ]         STREAM     CONNECTED     27916    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     69814    
unix  3      [ ]         STREAM     CONNECTED     38818    
unix  3      [ ]         STREAM     CONNECTED     116946   
unix  3      [ ]         STREAM     CONNECTED     45076    @/tmp/.X11-unix/X1
unix  3      [ ]         STREAM     CONNECTED     38815    
unix  2      [ ]         DGRAM                    28725    
unix  2      [ ]         STREAM     CONNECTED     116120   
unix  3      [ ]         STREAM     CONNECTED     36198    /run/user/123/bus
unix  3      [ ]         STREAM     CONNECTED     422106   
unix  3      [ ]         STREAM     CONNECTED     148493   
unix  3      [ ]         STREAM     CONNECTED     127327   
unix  3      [ ]         STREAM     CONNECTED     52507    @/home/karthik/.cache/ibus/dbus-yJfNLFtd
unix  3      [ ]         STREAM     CONNECTED     42945    
unix  3      [ ]         STREAM     CONNECTED     41712    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     41561    
unix  3      [ ]         STREAM     CONNECTED     40588    
unix  2      [ ]         DGRAM                    27409    
unix  3      [ ]         STREAM     CONNECTED     232671   
unix  3      [ ]         STREAM     CONNECTED     170860   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     38819    
unix  3      [ ]         STREAM     CONNECTED     36406    
unix  3      [ ]         STREAM     CONNECTED     31478    
unix  3      [ ]         STREAM     CONNECTED     234684   
unix  3      [ ]         STREAM     CONNECTED     69731    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     43584    
unix  3      [ ]         STREAM     CONNECTED     42653    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     42206    
unix  3      [ ]         STREAM     CONNECTED     147669   
unix  3      [ ]         STREAM     CONNECTED     41322    @/home/karthik/.cache/ibus/dbus-yJfNLFtd
unix  3      [ ]         STREAM     CONNECTED     37320    /run/user/123/pulse/native
unix  2      [ ]         STREAM     CONNECTED     143881   
unix  3      [ ]         STREAM     CONNECTED     47879    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     44112    
unix  3      [ ]         STREAM     CONNECTED     40788    
unix  3      [ ]         STREAM     CONNECTED     41614    
unix  3      [ ]         STREAM     CONNECTED     40610    
unix  3      [ ]         DGRAM                    27892    
unix  3      [ ]         STREAM     CONNECTED     69866    
unix  3      [ ]         STREAM     CONNECTED     42110    
unix  3      [ ]         STREAM     CONNECTED     34178    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     33095    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     247900   
unix  3      [ ]         STREAM     CONNECTED     43537    
unix  3      [ ]         STREAM     CONNECTED     147668   
unix  3      [ ]         STREAM     CONNECTED     42114    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     39106    /run/user/123/bus
unix  3      [ ]         STREAM     CONNECTED     34783    
unix  3      [ ]         STREAM     CONNECTED     423049   /run/user/1000/pulse/native
unix  3      [ ]         STREAM     CONNECTED     152733   
unix  3      [ ]         STREAM     CONNECTED     50857    
unix  3      [ ]         STREAM     CONNECTED     40929    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     43528    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     43324    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     40620    
unix  3      [ ]         SEQPACKET  CONNECTED     110543   
unix  3      [ ]         STREAM     CONNECTED     70864    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     38661    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     67564    
unix  3      [ ]         STREAM     CONNECTED     47876    
unix  3      [ ]         STREAM     CONNECTED     43519    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     42044    
unix  3      [ ]         STREAM     CONNECTED     34321    
unix  3      [ ]         STREAM     CONNECTED     206071   /run/acpid.socket
unix  3      [ ]         STREAM     CONNECTED     43148    
unix  3      [ ]         STREAM     CONNECTED     36197    
unix  3      [ ]         STREAM     CONNECTED     34592    
unix  3      [ ]         STREAM     CONNECTED     148494   
unix  3      [ ]         STREAM     CONNECTED     50811    
unix  3      [ ]         STREAM     CONNECTED     40927    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     40697    
unix  3      [ ]         STREAM     CONNECTED     42541    @/home/karthik/.cache/ibus/dbus-yJfNLFtd
unix  3      [ ]         STREAM     CONNECTED     41388    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     26416    /run/systemd/journal/stdout
unix  3      [ ]         DGRAM                    27890    
unix  3      [ ]         STREAM     CONNECTED     20477    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     232675   
unix  3      [ ]         STREAM     CONNECTED     39907    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     486138   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     70660    
unix  3      [ ]         STREAM     CONNECTED     49396    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     43517    
unix  2      [ ]         DGRAM                    42143    
unix  3      [ ]         STREAM     CONNECTED     206070   
unix  3      [ ]         STREAM     CONNECTED     147667   
unix  3      [ ]         STREAM     CONNECTED     41326    @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         STREAM     CONNECTED     36183    
unix  2      [ ]         DGRAM                    34596    
unix  3      [ ]         STREAM     CONNECTED     423035   /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     143883   
unix  3      [ ]         STREAM     CONNECTED     49448    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     42942    
unix  2      [ ]         DGRAM                    40694    
unix  3      [ ]         STREAM     CONNECTED     42530    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     43213    /run/dbus/system_bus_socket
unix  2      [ ]         DGRAM                    28146    
unix  3      [ ]         STREAM     CONNECTED     27157    
unix  3      [ ]         SEQPACKET  CONNECTED     110544   
unix  3      [ ]         STREAM     CONNECTED     31187    
unix  3      [ ]         STREAM     CONNECTED     26011    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     484669   
unix  3      [ ]         STREAM     CONNECTED     233991   
unix  3      [ ]         STREAM     CONNECTED     43381    
unix  3      [ ]         STREAM     CONNECTED     40322    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     31491    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     36195    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     37906    
unix  3      [ ]         STREAM     CONNECTED     29497    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     234930   
unix  3      [ ]         STREAM     CONNECTED     222943   
unix  3      [ ]         STREAM     CONNECTED     45173    @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         STREAM     CONNECTED     40874    
unix  3      [ ]         STREAM     CONNECTED     41615    
unix  3      [ ]         STREAM     CONNECTED     40591    
unix  3      [ ]         STREAM     CONNECTED     31322    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     70966    @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         STREAM     CONNECTED     40155    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     234706   
unix  3      [ ]         STREAM     CONNECTED     44092    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     41767    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     42198    
unix  3      [ ]         STREAM     CONNECTED     116363   
unix  3      [ ]         STREAM     CONNECTED     43131    
unix  3      [ ]         STREAM     CONNECTED     36189    
unix  3      [ ]         STREAM     CONNECTED     35813    /run/systemd/journal/stdout
