top - 10:59:01 up 12:44,  1 user,  load average: 0.74, 0.54, 0.33
Tasks: 356 total,   1 running, 338 sleeping,  17 stopped,   0 zombie
%Cpu(s):  8.8 us,  4.4 sy,  0.0 ni, 80.9 id,  2.9 wa,  0.0 hi,  2.9 si,  0.0 st
MiB Mem :   7879.2 total,    229.3 free,   5648.0 used,   2001.9 buff/cache
MiB Swap:   2048.0 total,   1940.1 free,    107.9 used.   1675.0 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
unix  3      [ ]         STREAM     CONNECTED     44123    /run/user/1000/pulse/native
unix  3      [ ]         STREAM     CONNECTED     42353    
unix  3      [ ]         STREAM     CONNECTED     42223    
unix  3      [ ]         STREAM     CONNECTED     35502    
unix  3      [ ]         STREAM     CONNECTED     30736    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     603232   
unix  3      [ ]         STREAM     CONNECTED     576954   @/tmp/dbus-Bock7nq9xE
unix  3      [ ]         STREAM     CONNECTED     560180   
unix  3      [ ]         STREAM     CONNECTED     494671   
unix  3      [ ]         STREAM     CONNECTED     40625    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     577564   /run/user/1002/bus
unix  3      [ ]         STREAM     CONNECTED     552668   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     152723   
unix  2      [ ]         STREAM     CONNECTED     110549   
unix  3      [ ]         STREAM     CONNECTED     45155    
unix  3      [ ]         STREAM     CONNECTED     38083    @/tmp/.ICE-unix/1339
unix  3      [ ]         STREAM     CONNECTED     29491    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     571426   /run/user/1002/pulse/native
unix  3      [ ]         STREAM     CONNECTED     233989   
unix  3      [ ]         STREAM     CONNECTED     128743   @/dbus-vfs-daemon/socket-cmAf8Wum
unix  3      [ ]         STREAM     CONNECTED     45182    
unix  3      [ ]         STREAM     CONNECTED     41778    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     42297    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     38268    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     34613    @/tmp/dbus-3qGaqmhClw
unix  3      [ ]         STREAM     CONNECTED     34960    
unix  3      [ ]         STREAM     CONNECTED     563604   
unix  3      [ ]         STREAM     CONNECTED     553508   
unix  3      [ ]         STREAM     CONNECTED     508578   
unix  3      [ ]         STREAM     CONNECTED     243342   /run/user/1000/pulse/native
unix  3      [ ]         STREAM     CONNECTED     151411   
unix  3      [ ]         STREAM     CONNECTED     45234    
unix  3      [ ]         STREAM     CONNECTED     41492    @/tmp/.X11-unix/X1
unix  3      [ ]         STREAM     CONNECTED     35972    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     33047    
unix  3      [ ]         STREAM     CONNECTED     560244   
unix  3      [ ]         STREAM     CONNECTED     554770   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     483942   
unix  3      [ ]         STREAM     CONNECTED     248713   
unix  3      [ ]         STREAM     CONNECTED     234746   
unix  3      [ ]         STREAM     CONNECTED     117836   
unix  3      [ ]         STREAM     CONNECTED     42396    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     29496    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     565505   /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     555356   /run/user/1002/bus
unix  3      [ ]         STREAM     CONNECTED     231595   /run/user/1000/bus
unix  3      [ ]         SEQPACKET  CONNECTED     222842   
unix  2      [ ]         SEQPACKET  CONNECTED     138341   
unix  3      [ ]         STREAM     CONNECTED     68531    
unix  2      [ ]         DGRAM                    53940    
unix  3      [ ]         STREAM     CONNECTED     35760    
unix  2      [ ]         DGRAM                    29902    
unix  3      [ ]         STREAM     CONNECTED     233986   
unix  3      [ ]         STREAM     CONNECTED     132018   
unix  3      [ ]         STREAM     CONNECTED     44117    @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         STREAM     CONNECTED     44115    
unix  3      [ ]         STREAM     CONNECTED     41769    
unix  3      [ ]         STREAM     CONNECTED     41497    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     37104    /run/systemd/journal/stdout
unix  2      [ ]         DGRAM                    36870    
unix  3      [ ]         STREAM     CONNECTED     31417    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     661490   
unix  3      [ ]         STREAM     CONNECTED     563605   /run/user/1002/bus
unix  3      [ ]         STREAM     CONNECTED     554524   /run/user/1002/bus
unix  3      [ ]         STREAM     CONNECTED     233994   
unix  3      [ ]         STREAM     CONNECTED     151404   
unix  3      [ ]         STREAM     CONNECTED     115625   
unix  3      [ ]         STREAM     CONNECTED     43908    @/dbus-vfs-daemon/socket-QPyQOHJ6
unix  3      [ ]         STREAM     CONNECTED     42442    
unix  3      [ ]         STREAM     CONNECTED     41371    @/tmp/.X11-unix/X1
unix  3      [ ]         STREAM     CONNECTED     33288    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     559052   /run/user/1002/bus
unix  3      [ ]         STREAM     CONNECTED     556414   
unix  3      [ ]         STREAM     CONNECTED     490988   
unix  3      [ ]         STREAM     CONNECTED     244541   
unix  3      [ ]         STREAM     CONNECTED     245088   
unix  3      [ ]         STREAM     CONNECTED     234738   
unix  2      [ ]         STREAM     CONNECTED     117832   
unix  3      [ ]         STREAM     CONNECTED     41724    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     29212    
unix  3      [ ]         STREAM     CONNECTED     667837   @/tmp/.X11-unix/X2
unix  3      [ ]         STREAM     CONNECTED     554370   
unix  2      [ ]         DGRAM                    222848   
unix  3      [ ]         STREAM     CONNECTED     222844   
unix  3      [ ]         STREAM     CONNECTED     223881   
unix  3      [ ]         SEQPACKET  CONNECTED     152729   
unix  3      [ ]         STREAM     CONNECTED     152718   
unix  3      [ ]         STREAM     CONNECTED     38071    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     233370   
unix  3      [ ]         STREAM     CONNECTED     117257   
unix  3      [ ]         STREAM     CONNECTED     50817    @/tmp/.X11-unix/X1
unix  3      [ ]         STREAM     CONNECTED     46281    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     41705    
unix  3      [ ]         STREAM     CONNECTED     43217    
unix  2      [ ]         STREAM     CONNECTED     37748    @/tmp/dbus-H6RY6Xjp
unix  3      [ ]         STREAM     CONNECTED     38927    
unix  3      [ ]         STREAM     CONNECTED     36978    
unix  3      [ ]         STREAM     CONNECTED     33273    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     564677   
unix  3      [ ]         STREAM     CONNECTED     564521   /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     555409   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     247474   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     243341   
unix  3      [ ]         STREAM     CONNECTED     151399   
unix  3      [ ]         SEQPACKET  CONNECTED     115631   
unix  3      [ ]         STREAM     CONNECTED     45217    
unix  3      [ ]         STREAM     CONNECTED     42283    @/home/karthik/.cache/ibus/dbus-yJfNLFtd
unix  3      [ ]         STREAM     CONNECTED     34786    @/tmp/dbus-3qGaqmhClw
unix  3      [ ]         STREAM     CONNECTED     646919   @/tmp/.ICE-unix/41896
unix  3      [ ]         STREAM     CONNECTED     560153   
unix  3      [ ]         STREAM     CONNECTED     552670   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     439182   
unix  3      [ ]         STREAM     CONNECTED     223781   
unix  3      [ ]         STREAM     CONNECTED     117837   
unix  3      [ ]         STREAM     CONNECTED     42743    
unix  3      [ ]         STREAM     CONNECTED     38075    
unix  3      [ ]         DGRAM                    3521     
unix  3      [ ]         STREAM     CONNECTED     553997   
unix  3      [ ]         STREAM     CONNECTED     230614   /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     147658   
unix  3      [ ]         STREAM     CONNECTED     116865   @/tmp/.X11-unix/X1
unix  3      [ ]         STREAM     CONNECTED     68564    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     40931    
unix  3      [ ]         STREAM     CONNECTED     35568    
unix  3      [ ]         STREAM     CONNECTED     141514   
unix  3      [ ]         STREAM     CONNECTED     47917    
unix  3      [ ]         STREAM     CONNECTED     45183    
unix  3      [ ]         STREAM     CONNECTED     45175    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     41835    
unix  3      [ ]         STREAM     CONNECTED     43144    
unix  3      [ ]         STREAM     CONNECTED     38241    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     35571    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     34501    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     667884   /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     566289   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     564513   /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     554430   /run/user/1002/bus
unix  3      [ ]         STREAM     CONNECTED     247681   
unix  3      [ ]         STREAM     CONNECTED     248998   
unix  3      [ ]         STREAM     CONNECTED     233713   
unix  3      [ ]         STREAM     CONNECTED     151412   
unix  3      [ ]         STREAM     CONNECTED     115626   
unix  3      [ ]         STREAM     CONNECTED     46404    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     45415    
unix  3      [ ]         STREAM     CONNECTED     42224    
unix  3      [ ]         STREAM     CONNECTED     33289    /run/user/123/bus
unix  3      [ ]         STREAM     CONNECTED     569247   
unix  3      [ ]         STREAM     CONNECTED     560243   
unix  3      [ ]         STREAM     CONNECTED     552664   
unix  3      [ ]         STREAM     CONNECTED     248714   
unix  3      [ ]         STREAM     CONNECTED     244315   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     234737   
unix  3      [ ]         STREAM     CONNECTED     117838   
unix  3      [ ]         STREAM     CONNECTED     41477    
unix  3      [ ]         DGRAM                    3522     
unix  3      [ ]         STREAM     CONNECTED     572190   @/tmp/.X11-unix/X2
unix  3      [ ]         STREAM     CONNECTED     553593   /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     152720   
unix  3      [ ]         STREAM     CONNECTED     115903   @/tmp/.ICE-unix/1830
unix  3      [ ]         STREAM     CONNECTED     41781    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     35993    /run/user/123/bus
unix  3      [ ]         STREAM     CONNECTED     34332    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     553570   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     233896   
unix  3      [ ]         STREAM     CONNECTED     132621   @/dbus-vfs-daemon/socket-0Nft1Dcn
unix  3      [ ]         STREAM     CONNECTED     117246   
unix  3      [ ]         STREAM     CONNECTED     115503   
unix  3      [ ]         STREAM     CONNECTED     45161    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     41770    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     43295    
unix  3      [ ]         STREAM     CONNECTED     39094    
unix  3      [ ]         STREAM     CONNECTED     35510    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     33811    /run/user/123/bus
unix  3      [ ]         STREAM     CONNECTED     563619   
unix  3      [ ]         STREAM     CONNECTED     553589   
unix  3      [ ]         STREAM     CONNECTED     508579   
unix  3      [ ]         STREAM     CONNECTED     486727   
unix  3      [ ]         STREAM     CONNECTED     41944    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     42282    
unix  3      [ ]         STREAM     CONNECTED     654736   
unix  3      [ ]         STREAM     CONNECTED     575061   
unix  3      [ ]         STREAM     CONNECTED     559098   @/home/suryavardhanvarma/.cache/ibus/dbus-Ckxf1M5w
unix  3      [ ]         STREAM     CONNECTED     531363   
unix  3      [ ]         STREAM     CONNECTED     249366   
unix  3      [ ]         STREAM     CONNECTED     248661   
unix  3      [ ]         STREAM     CONNECTED     117245   
unix  3      [ ]         STREAM     CONNECTED     117834   
unix  3      [ ]         STREAM     CONNECTED     42746    @/tmp/.X11-unix/X1
unix  3      [ ]         STREAM     CONNECTED     29693    
unix  3      [ ]         STREAM     CONNECTED     669750   
unix  3      [ ]         STREAM     CONNECTED     556101   /run/user/1002/bus
unix  3      [ ]         STREAM     CONNECTED     223880   
unix  3      [ ]         STREAM     CONNECTED     222828   
unix  3      [ ]         STREAM     CONNECTED     152722   
unix  3      [ ]         SEQPACKET  CONNECTED     147666   
unix  3      [ ]         STREAM     CONNECTED     44094    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     35511    
unix  3      [ ]         STREAM     CONNECTED     552671   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     141760   
unix  3      [ ]         STREAM     CONNECTED     49408    @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         STREAM     CONNECTED     44118    
unix  3      [ ]         STREAM     CONNECTED     43677    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     40732    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     42310    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     38213    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     35490    /run/user/123/bus
unix  3      [ ]         STREAM     CONNECTED     34918    
unix  3      [ ]         STREAM     CONNECTED     566290   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     563607   
unix  3      [ ]         STREAM     CONNECTED     553494   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     247682   
unix  3      [ ]         STREAM     CONNECTED     222997   
unix  3      [ ]         STREAM     CONNECTED     151414   
unix  3      [ ]         STREAM     CONNECTED     45294    
unix  3      [ ]         STREAM     CONNECTED     42444    
unix  3      [ ]         STREAM     CONNECTED     42300    @/home/karthik/.cache/ibus/dbus-yJfNLFtd
unix  3      [ ]         STREAM     CONNECTED     35322    
unix  3      [ ]         STREAM     CONNECTED     30830    
unix  3      [ ]         STREAM     CONNECTED     602537   /run/user/1002/bus
unix  3      [ ]         STREAM     CONNECTED     557693   
unix  3      [ ]         STREAM     CONNECTED     558971   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     244832   
unix  3      [ ]         STREAM     CONNECTED     230540   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     117833   
unix  3      [ ]         STREAM     CONNECTED     41432    
unix  2      [ ]         DGRAM                    29869    
unix  3      [ ]         STREAM     CONNECTED     563118   
unix  3      [ ]         STREAM     CONNECTED     550909   
unix  3      [ ]         STREAM     CONNECTED     234025   
unix  3      [ ]         STREAM     CONNECTED     235798   
unix  3      [ ]         STREAM     CONNECTED     231594   
unix  3      [ ]         SEQPACKET  CONNECTED     222843   
unix  2      [ ]         STREAM     CONNECTED     152717   
unix  3      [ ]         STREAM     CONNECTED     147655   
unix  3      [ ]         STREAM     CONNECTED     110519   
unix  3      [ ]         STREAM     CONNECTED     233930   
unix  3      [ ]         STREAM     CONNECTED     141761   
unix  3      [ ]         STREAM     CONNECTED     45232    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     45181    
unix  3      [ ]         STREAM     CONNECTED     45074    @/tmp/.X11-unix/X1
unix  3      [ ]         STREAM     CONNECTED     43128    
unix  3      [ ]         STREAM     CONNECTED     38296    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     39088    @/tmp/.X11-unix/X0
unix  3      [ ]         STREAM     CONNECTED     35811    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     36972    
unix  3      [ ]         STREAM     CONNECTED     669058   @/tmp/dbus-Bock7nq9xE
unix  3      [ ]         STREAM     CONNECTED     564741   
unix  3      [ ]         STREAM     CONNECTED     563622   
unix  3      [ ]         STREAM     CONNECTED     560287   
unix  3      [ ]         STREAM     CONNECTED     508492   
unix  3      [ ]         STREAM     CONNECTED     242626   @/home/karthik/.cache/ibus/dbus-yJfNLFtd
unix  3      [ ]         STREAM     CONNECTED     233993   
unix  3      [ ]         STREAM     CONNECTED     151403   
unix  3      [ ]         SEQPACKET  CONNECTED     115632   
unix  2      [ ]         DGRAM                    45322    
unix  3      [ ]         STREAM     CONNECTED     40605    @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         STREAM     CONNECTED     35004    
unix  3      [ ]         STREAM     CONNECTED     560178   
unix  2      [ ]         DGRAM                    556089   
unix  3      [ ]         STREAM     CONNECTED     248660   
unix  3      [ ]         STREAM     CONNECTED     245089   
unix  3      [ ]         STREAM     CONNECTED     234740   
unix  3      [ ]         STREAM     CONNECTED     117815   
unix  3      [ ]         STREAM     CONNECTED     42745    
unix  3      [ ]         STREAM     CONNECTED     32027    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     669752   
unix  2      [ ]         DGRAM                    553996   
unix  3      [ ]         STREAM     CONNECTED     235986   
unix  3      [ ]         STREAM     CONNECTED     233175   
unix  3      [ ]         STREAM     CONNECTED     230749   @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         SEQPACKET  CONNECTED     152728   
unix  3      [ ]         STREAM     CONNECTED     152721   
unix  3      [ ]         STREAM     CONNECTED     124675   @/dbus-vfs-daemon/socket-175qwz9P
unix  3      [ ]         STREAM     CONNECTED     68540    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     35767    
unix  3      [ ]         STREAM     CONNECTED     540716   
unix  3      [ ]         STREAM     CONNECTED     117258   
unix  3      [ ]         STREAM     CONNECTED     47920    
unix  3      [ ]         STREAM     CONNECTED     41877    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     41780    
unix  3      [ ]         STREAM     CONNECTED     43293    
unix  3      [ ]         STREAM     CONNECTED     38970    
unix  3      [ ]         STREAM     CONNECTED     36878    
unix  3      [ ]         STREAM     CONNECTED     564672   
unix  3      [ ]         STREAM     CONNECTED     563052   @/tmp/dbus-Bock7nq9xE
unix  3      [ ]         STREAM     CONNECTED     553571   
unix  3      [ ]         STREAM     CONNECTED     508563   
unix  3      [ ]         STREAM     CONNECTED     246428   
unix  3      [ ]         STREAM     CONNECTED     151402   
unix  2      [ ]         SEQPACKET  CONNECTED     144506   
unix  3      [ ]         STREAM     CONNECTED     45247    
unix  3      [ ]         STREAM     CONNECTED     42440    
unix  3      [ ]         STREAM     CONNECTED     42281    
unix  3      [ ]         STREAM     CONNECTED     35003    
unix  3      [ ]         STREAM     CONNECTED     652242   @/tmp/.X11-unix/X2
unix  3      [ ]         STREAM     CONNECTED     559102   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     556183   
unix  3      [ ]         STREAM     CONNECTED     484227   
unix  3      [ ]         STREAM     CONNECTED     117242   
unix  3      [ ]         STREAM     CONNECTED     117835   
unix  3      [ ]         STREAM     CONNECTED     41384    
unix  3      [ ]         STREAM     CONNECTED     564532   /run/user/1002/pulse/native
unix  3      [ ]         STREAM     CONNECTED     554478   
unix  3      [ ]         STREAM     CONNECTED     231597   
unix  3      [ ]         STREAM     CONNECTED     222845   
unix  3      [ ]         STREAM     CONNECTED     152719   
unix  3      [ ]         STREAM     CONNECTED     147660   
unix  3      [ ]         STREAM     CONNECTED     36007    @/var/lib/gdm3/.cache/ibus/dbus-Tp601SML
unix  3      [ ]         STREAM     CONNECTED     35358    
unix  3      [ ]         STREAM     CONNECTED     30362    
unix  3      [ ]         STREAM     CONNECTED     233929   
unix  3      [ ]         STREAM     CONNECTED     140246   /run/user/1000/pulse/native
unix  3      [ ]         STREAM     CONNECTED     119282   
unix  3      [ ]         STREAM     CONNECTED     43664    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     41768    
unix  3      [ ]         STREAM     CONNECTED     40584    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     36210    
unix  3      [ ]         STREAM     CONNECTED     39014    
unix  3      [ ]         STREAM     CONNECTED     35495    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     30642    
unix  3      [ ]         STREAM     CONNECTED     564517   @/tmp/.X11-unix/X2
unix  3      [ ]         STREAM     CONNECTED     553567   
unix  3      [ ]         STREAM     CONNECTED     508493   
unix  3      [ ]         STREAM     CONNECTED     486728   
unix  3      [ ]         STREAM     CONNECTED     248372   
unix  3      [ ]         STREAM     CONNECTED     233992   
unix  3      [ ]         STREAM     CONNECTED     151400   
unix  3      [ ]         STREAM     CONNECTED     115621   
unix  3      [ ]         STREAM     CONNECTED     45418    
unix  3      [ ]         STREAM     CONNECTED     43212    @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         STREAM     CONNECTED     37517    
unix  3      [ ]         STREAM     CONNECTED     565618   
unix  3      [ ]         STREAM     CONNECTED     560154   
unix  3      [ ]         STREAM     CONNECTED     556374   
unix  3      [ ]         STREAM     CONNECTED     496889   
unix  3      [ ]         STREAM     CONNECTED     484228   
unix  3      [ ]         STREAM     CONNECTED     245085   
unix  3      [ ]         STREAM     CONNECTED     223876   
unix  3      [ ]         STREAM     CONNECTED     117816   
unix  3      [ ]         STREAM     CONNECTED     42334    /run/systemd/journal/stdout
unix  2      [ ]         DGRAM                    29871    
unix  3      [ ]         STREAM     CONNECTED     30737    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     667836   /run/user/1002/bus
unix  3      [ ]         STREAM     CONNECTED     554431   
unix  3      [ ]         STREAM     CONNECTED     233176   
unix  3      [ ]         STREAM     CONNECTED     223890   
unix  3      [ ]         STREAM     CONNECTED     231586   @/tmp/.X11-unix/X1
unix  3      [ ]         STREAM     CONNECTED     145964   
unix  3      [ ]         STREAM     CONNECTED     45081    
unix  3      [ ]         STREAM     CONNECTED     36976    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     32864    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     29742    
unix  3      [ ]         STREAM     CONNECTED     555398   
unix  3      [ ]         STREAM     CONNECTED     233895   
unix  3      [ ]         STREAM     CONNECTED     127323   @/dbus-vfs-daemon/socket-oAyfwcXO
unix  3      [ ]         STREAM     CONNECTED     117253   
unix  3      [ ]         STREAM     CONNECTED     45170    
unix  3      [ ]         STREAM     CONNECTED     41834    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     40585    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     39076    
unix  3      [ ]         STREAM     CONNECTED     33813    /run/user/123/bus
unix  3      [ ]         STREAM     CONNECTED     560464   /run/user/1002/bus
unix  3      [ ]         STREAM     CONNECTED     235683   
unix  3      [ ]         STREAM     CONNECTED     230787   
unix  2      [ ]         DGRAM                    184384   
unix  3      [ ]         STREAM     CONNECTED     115504   
unix  2      [ ]         DGRAM                    31200    
unix  3      [ ]         STREAM     CONNECTED     564777   
unix  3      [ ]         STREAM     CONNECTED     562530   
unix  3      [ ]         STREAM     CONNECTED     553267   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     534961   
unix  3      [ ]         STREAM     CONNECTED     253533   
unix  3      [ ]         STREAM     CONNECTED     233795   
unix  3      [ ]         STREAM     CONNECTED     41222    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     40152    
unix  3      [ ]         STREAM     CONNECTED     30531    
unix  2      [ ]         DGRAM                    29909    
unix  3      [ ]         STREAM     CONNECTED     532977   
unix  3      [ ]         STREAM     CONNECTED     236557   
unix  3      [ ]         STREAM     CONNECTED     223897   
unix  3      [ ]         STREAM     CONNECTED     44818    @/dbus-vfs-daemon/socket-8AcTDb37
unix  3      [ ]         STREAM     CONNECTED     43715    
unix  3      [ ]         STREAM     CONNECTED     44062    @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         STREAM     CONNECTED     37192    
unix  3      [ ]         STREAM     CONNECTED     33809    
unix  3      [ ]         STREAM     CONNECTED     567369   
unix  3      [ ]         STREAM     CONNECTED     555686   
unix  3      [ ]         STREAM     CONNECTED     509217   
unix  3      [ ]         STREAM     CONNECTED     255054   
unix  3      [ ]         SEQPACKET  CONNECTED     222727   
unix  3      [ ]         STREAM     CONNECTED     41377    /run/user/1000/bus
unix  3      [ ]         DGRAM                    36348    
unix  3      [ ]         STREAM     CONNECTED     35327    /run/user/123/bus
unix  3      [ ]         STREAM     CONNECTED     30738    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     559670   @/tmp/.X11-unix/X2
unix  3      [ ]         STREAM     CONNECTED     557831   /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     552059   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     243332   @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         STREAM     CONNECTED     236646   
unix  3      [ ]         STREAM     CONNECTED     230784   
unix  3      [ ]         STREAM     CONNECTED     170866   /run/dbus/system_bus_socket
unix  3      [ ]         SEQPACKET  CONNECTED     115511   
unix  3      [ ]         STREAM     CONNECTED     573304   
unix  3      [ ]         STREAM     CONNECTED     562478   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     559578   
unix  3      [ ]         STREAM     CONNECTED     486416   
unix  3      [ ]         STREAM     CONNECTED     43533    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     38830    /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     33225    
unix  3      [ ]         STREAM     CONNECTED     505704   
unix  3      [ ]         STREAM     CONNECTED     236558   
unix  3      [ ]         STREAM     CONNECTED     223895   
unix  3      [ ]         STREAM     CONNECTED     46310    
unix  3      [ ]         STREAM     CONNECTED     43720    /run/user/1000/bus
unix  3      [ ]         STREAM     CONNECTED     45162    /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     36161    @/var/lib/gdm3/.cache/ibus/dbus-Tp601SML
unix  3      [ ]         STREAM     CONNECTED     34199    
unix  3      [ ]         STREAM     CONNECTED     575062   
unix  3      [ ]         STREAM     CONNECTED     553493   
unix  3      [ ]         STREAM     CONNECTED     255023   
unix  3      [ ]         STREAM     CONNECTED     234931   
unix  3      [ ]         STREAM     CONNECTED     233729   
unix  3      [ ]         SEQPACKET  CONNECTED     230746   
unix  3      [ ]         STREAM     CONNECTED     40607    @/tmp/dbus-cDvObYIzE0
unix  3      [ ]         STREAM     CONNECTED     36444    
unix  3      [ ]         STREAM     CONNECTED     31423    
unix  3      [ ]         STREAM     CONNECTED     28476    
unix  3      [ ]         STREAM     CONNECTED     28050    
unix  3      [ ]         STREAM     CONNECTED     562269   
unix  3      [ ]         STREAM     CONNECTED     559103   /run/systemd/journal/stdout
unix  3      [ ]         STREAM     CONNECTED     551164   
unix  3      [ ]         STREAM     CONNECTED     244340   
unix  3      [ ]         STREAM     CONNECTED     231422   
unix  3      [ ]         STREAM     CONNECTED     222942   /run/dbus/system_bus_socket
unix  3      [ ]         STREAM     CONNECTED     115506   
unix  3      [ ]         STREAM     CONNECTED     564865   
unix  3      [ ]         STREAM     CONNECTED     563419   /run/user/1002/bus
unix  3      [ ]         STREAM     CONNECTED     555139   
unix  3      [ ]         STREAM     CONNECTED     248867   /run/user/1000/bus
unix  3      [ ]         SEQPACKET  CONNECTED     231590   
unix  3      [ ]         STREAM     CONNECTED     40527    
unix  3      [ ]         STREAM     CONNECTED     36819    
unix  3      [ ]         STREAM     CONNECTED     35899    /run/systemd/journal/stdout
unix  3      [ ]         DGRAM                    33223    
unix  3      [ ]         STREAM     CONNECTED     544589   
unix  3      [ ]         STREAM     CONNECTED     46277    
